"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129"
"大安區 龍圖里",6.66545582460701,12.4286798563231,3.84711977019877,0.876994571545238,1.22283446003396,3.45681086295021,2.11493846675673,2.80164894458739,4.7166704704397,9.59565608704199,8.43561071729772,2.64054352830913,7.52772799052789,3.82057065373389,1.86931968715744,2.64016889744368,3.84711977019877,8.208695743096,4.84534755561881,3.64662374815301,1.22081265807344,1.9351687971257,12.5390753203188,7.42189252060703,1.10920335423137,4.68162082637535,4.65908392034976,3.7613865678636,6.9159133421197,2.74074102276045,5.38303214745402,5.19362609571854,6.23955088501217,4.71694040573801,2.40391367266193,3.38844220300426,9.59562919084061,0.240559302540604,4.3540564086113,4.00064927638024,6.75792157254639,6.08616807042514,2.37342893224802,2.01758583503114,4.58530327543332,1.22240903341776,4.17590188851376,2.09095494535942,6.85924245300258,3.83876623110614,4.53124373307366,2.18829964504994,2.88536326019,2.83288056714725,3.92071445169066,3.77568251831872,3.5334182197978,4.1430668935344,5.52600261630127,3.32255148362322,3.88454083150166,5.70282859330473,3.95377877127013,2.2989175234718,1.46399210896319,0.905668748730948,1.01364863714639,2.16200502729568,2.9086099018748,3.92620532393973,2.74171036359366,2.00430757005829,2.46715744742144,2.97274963169084,2.85583327211878,2.62610180095478,7.28487996769634,5.65646978249127,4.7356515984448,4.73175231419907,7.41098995876129,7.75051401201453,6.41920271247394,7.58825352289326,7.41631215159361,8.46387197095359,7.49069968497479,8.44646559333442,7.70530582696675,7.49972559630941,9.70154165310694,7.08122220861395,8.07981255487911,13.1933623200868,12.1583912717264,12.3814272906868,12.4336595560512,12.5650595181943,7.09781167761007,3.44180145777508,8.43909602263313,3.92715753031457,3.82976879564876,3.61259123049156,2.93960102163821,0.549641720032483,3.30008090166614,5.29761619048076,4.0410981190201,2.27021162041356,3.32670238739335,2.94600133695718,11.9389063044127,2.54054345329336,3.55197352798081,2.8957587698749,3.46869988618744,2.39872092447877,5.44333043883532,2.83843047452531,9.71747499796014,7.19807762160073,6.57138801895355,3.56919945852403,3.22358836508468,8.2468098697795,3.01998778736737,2.06633644711387,4.60108947006914
"大安區 新龍里",6.94680327972837,12.6096883522751,3.84838601910792,1.15708928239306,1.50243463648362,3.3296367297673,2.23468889662227,3.07725582489812,4.53309065138862,9.79016671457659,8.7089016050409,2.92773782789812,7.70374873199632,3.68143715705498,1.65833357514339,2.58949635104064,3.84838601910792,8.42327706235661,5.08603082004324,3.75106938805661,1.48593855936109,2.21277719001578,12.6211133614681,7.57000272983316,0.913791605033267,4.47089522036798,4.75863769047009,3.94954447279191,7.16016911168015,2.57148751003342,5.27338095784188,5.48140300128687,6.52112920158549,4.85126420464451,2.60083466753635,3.46841175112788,9.75733495387625,0.523058757322765,4.61030518959783,3.96171361701316,6.9311397942742,6.3733856666487,2.55497716038362,2.29671468092414,4.68093024269613,1.05060347908173,4.0369542031897,2.37033584312436,7.09683518862487,3.70661994586002,4.36447364474016,1.91292109409998,2.78687729128656,2.7213911664285,4.06745346461552,3.91685625286322,3.77100953971192,4.13245222449822,5.66195788956582,3.36541282448848,3.6577862685161,5.61955495348675,3.75081608414192,2.04158764286128,1.36345620278551,0.620331580481325,1.0520437440987,2.42225082517603,3.18418383988153,4.21391776438092,3.02745514817299,2.18117524237386,2.6260729583646,3.18125463364248,3.07079832349821,2.74337173591429,7.53444424471585,5.90672692365408,4.97977726372773,4.96765795528541,7.65859544893852,7.94789575732869,6.70394644474201,7.87535090131583,7.69291251007852,8.74951127245295,7.77592981069402,8.70861106226509,7.8187448826553,7.70198807887533,9.799511753073,7.2662797241787,8.33749727123982,13.3123679887306,12.3187861249851,12.5557707146019,12.605902046085,12.7385337247857,7.30531741206264,3.67686718508895,8.72107856058007,3.91431731993898,4.11548916415312,3.40679502831397,2.89330580465567,0.547803574779344,3.50750420639128,5.52038320037836,3.82477090429269,2.49791398848532,3.32335721704414,2.95110270915596,12.0972887297587,2.73652519706322,3.46388629743206,3.13817461820041,3.45955198080188,2.60754351073239,5.57321149624318,2.86414220932273,9.93219866655319,7.41100496849053,6.85914125882051,3.60701887240129,3.25761073018732,8.44441814296935,3.03288976851195,2.25756428032886,4.84513055380035
"大安區 龍陣里",6.85967204829621,12.8547537799513,4.18337126131996,1.11266588534361,1.58448904077489,3.64902723133686,1.9303552395154,3.16193517724978,4.81685549737349,10.0207649831952,8.58611650764739,2.90039514485451,7.95375087533221,3.39814668192654,1.45589600705197,2.9263667154863,4.18337126131996,8.62907344926213,4.89165028247269,4.05247477666408,1.37746340861575,2.29466430752315,12.9351859260295,7.84417371675569,0.694784617191676,4.72904650243455,5.06313301303944,4.18738408153907,6.96861549025893,2.8709241868102,4.97084427096851,5.46168304386286,6.43583236205402,5.13501228776377,2.35724474353954,3.78139274821898,10.0205011441887,0.636973717164971,4.44775048137896,4.29881130973583,7.18379971887481,6.37723270671063,2.2956332954625,2.37168097954038,4.98737882797183,0.798213379896682,3.75365208504975,2.44365750587205,6.89381739547477,4.02330910978735,4.66098733037649,2.06570943423124,3.11653225816467,3.0474905884277,4.34202178484538,4.19545467379603,3.94393934657965,4.46875160578061,5.94478587670824,3.69154530519546,3.47560019532461,5.30362772307156,3.53284799353745,1.92955484217063,1.05113625902332,0.681608576352377,1.37380935400281,2.55391359333775,3.26857161145833,4.19340902708043,2.98190795470338,1.92081031007275,2.34608748848654,2.94724190053841,2.84565677316349,2.43502899984511,7.35250086552717,5.72845560974987,4.7917883339833,4.7655264154226,7.47271875156178,7.69125248620535,6.73443308121599,7.83349570961829,7.58332296651091,8.68956686964063,7.71323015217395,8.55337042939423,8.11636474638463,7.92363597151978,10.1058213034911,7.50722384676731,8.46731626266211,13.6070953267061,12.5831569572534,12.8074365200859,12.8595754127689,12.9910353572631,7.5205304598755,3.85409299719746,8.63554301425221,4.25075060451662,4.14230145131148,3.67302657845827,3.23029296990342,0.87320761554561,3.27050661870848,5.29730447462866,3.62572548567014,2.29547418465693,3.65872250746715,3.28516000516949,12.3633725273947,2.49081703792967,3.79526032865205,2.95468408324665,3.79556877681771,2.37799809298432,5.86015606835938,3.19424983703584,10.137633711687,7.61916905465846,6.84730242910361,3.93470363521366,3.58604474624389,8.67152280940411,3.36571666566074,2.01102529155613,4.65733928488267
"大安區 龍雲里",6.43293975507326,12.7868476283405,4.40870068397173,0.779816918117903,1.36276363346159,4.01337238478233,1.5488636734702,2.89586326357906,5.23241342278784,9.92933850748572,8.14328549241797,2.52570929379497,7.90289889059255,3.43694202141832,1.69882889876506,3.21250548574819,4.40870068397173,8.49780713173273,4.43658882464618,4.13834877179077,0.966624784564554,2.04234910574192,13.0390563593876,7.84468362557045,0.983928116066208,5.16371434801268,5.15143079650933,4.13111053966366,6.51354893569014,3.26960180968538,4.942202362843,5.08007612730853,6.01042411179297,5.1678502947107,1.91109480485957,3.90455198770478,9.99262320761831,0.630401116869681,3.995778255523,4.57178983777227,7.14031266636837,6.01229007632238,1.85827397946183,2.10906389848741,5.08192122804572,1.02052882082297,3.78847515837429,2.17733974851887,6.43926276106695,4.3931305937288,5.06274891427776,2.5205341194995,3.45197532823877,3.39537151209467,4.35874783319099,4.22252385930074,3.78371545533337,4.708202816177,5.97155902346464,3.8655231881183,3.69997715902025,5.22643639088378,3.70251936458475,2.25939768976494,1.08651939150626,1.13375865802127,1.57590137994668,2.3579644877912,3.00073993421307,3.81551179764845,2.59202272003202,1.48380063411509,1.92688970448366,2.49788384364508,2.39368914030298,2.05980092576926,6.89764904731073,5.27396627536769,4.3368025018146,4.31074843980356,7.01770776575193,7.25371380006898,6.39195166270622,7.43230030784132,7.14585886428167,8.27634118683434,7.29912495498264,8.10174048162819,8.17495676439592,7.82055308766331,10.186699779368,7.44007243006942,8.22816672530829,13.6508217983925,12.554772051082,12.7525298302599,12.8086519659723,12.9376323625996,7.40751861992231,3.70115990115072,8.2084271468961,4.49313295094974,3.80587819944293,4.10233443182507,3.5117296472413,1.12187554287025,2.82240523827386,4.84572904320162,3.82421848140679,1.84041360363348,3.89059691998403,3.50780070679964,12.3389027973431,2.04578578654149,4.12143061837696,2.50035528791685,4.0341393849596,1.92679257311049,5.8973558956999,3.39214592489324,10.0031031716649,7.49416599637831,6.46890496736758,4.11434165427672,3.77187395331706,8.57628674030938,3.57869598845871,1.56582348643467,4.20236857785649
"大安區 龍生里",7.11789676301734,12.9649543178941,4.13757180065668,1.359969159451,1.79497940179101,3.50293983029248,2.12368163583517,3.3756019497203,4.62205235675247,10.1447070271011,8.84496951555214,3.14917370913134,8.05897688195266,3.33540132639629,1.30442953637118,2.8460009208466,4.13757180065668,8.7739146436757,5.14183046369622,4.09362970334326,1.63530579994784,2.50790617203582,12.9506798769706,7.92236213708502,0.559303514665781,4.5142524914351,5.09850501806856,4.30436063495873,7.21880280057371,2.69749473522804,4.93767246753796,5.710371616687,6.69390880113807,5.2014188506335,2.5938077095281,3.80224383950646,10.1115311405534,0.81907647898264,4.70393489626459,4.21985890682283,7.28629699585555,6.62066791238491,2.52438695163891,2.58799492198945,5.01939849377851,0.701671750309814,3.69064937875989,2.66080937165915,7.14100402305634,3.87131179245573,4.47948865168614,1.81425411660189,2.99681965086392,2.9180966290716,4.42028334802212,4.268800346609,4.11125102370441,4.41224135800343,6.01221001346972,3.68174916257106,3.31001375436893,5.29696347363637,3.39645581636222,1.71798346503177,1.05070305990945,0.425419018652731,1.3843795315916,2.74402691024458,3.48250179780535,4.4417427636321,3.23420322613814,2.15053046908297,2.56089047427084,3.18657008763821,3.0885581761849,2.62046642953438,7.60475594904543,5.98179247390937,5.04348133457732,5.01377408721031,7.7241116588078,7.91540502299089,6.97037572324734,8.08676605296525,7.84233880889138,8.9454547651392,7.96935930612478,8.80981534018486,8.16206894075126,8.05539207864318,10.1366245097843,7.62143356042862,8.66182143388057,13.6567208654885,12.6727448342529,12.9109012108455,12.9609298849127,13.0936238018422,7.65767678247005,4.01850695018766,8.89376041143268,4.19317562330415,4.37825526282679,3.46566218671577,3.15100979609772,0.883348359323212,3.50804297789703,5.53853392053679,3.47323535666536,2.54612793166378,3.61134061860951,3.24655042383737,12.4509916579362,2.72602496909571,3.67925467599049,3.20844371343928,3.74284975243012,2.62027384749366,5.92204469197209,3.17274014565068,10.2828648568849,7.76204325887355,7.09463197346609,3.91987401459911,3.56940340221672,8.7985564461335,3.33294504086145,2.24741177741154,4.90913486121733
"大安區 住安里",6.23758215825289,12.5203277794101,4.26191761354522,0.510811349322931,1.08465809139544,3.97236142521364,1.63425654404546,2.6200519846847,5.24645451604705,9.65926019523791,7.97449035943006,2.28393816883047,7.64093961483895,3.70599689046592,1.96972201849686,3.11222425522034,4.26191761354522,8.22273447922121,4.33065634431932,3.92367045657231,0.754925857609056,1.76450468137748,12.8222866114077,7.5954251092308,1.23997998993409,5.20944675968571,4.93500739933839,3.87112617081442,6.40455608275365,3.26951299374855,5.19540077746049,4.84394774047313,5.8133956006224,4.93116735969462,1.87433723405807,3.70675284533268,9.73511300743572,0.474448620546971,3.85775272623891,4.45468921115814,6.88034850736462,5.76690695055952,1.8475570371865,1.83211714264963,4.86816478494312,1.28984704491455,4.05638691414212,1.90085122682565,6.3421549615386,4.35584404558138,5.05876743178415,2.65488922222224,3.3880932732712,3.34267870981294,4.11843269302881,3.9859124131087,3.50724939225724,4.56883891280318,5.73174543101642,3.69261120127732,3.9759587836554,5.46551173257875,3.98117444861034,2.51244460445337,1.3631641443008,1.29358869311435,1.44960763432807,2.07996744649342,2.72522367492728,3.57662712105705,2.36051057881774,1.481363707482,1.95186739863236,2.44303682267249,2.3271388001089,2.1421103100786,6.77916987352204,5.15167400671763,4.22415159483072,4.21325311784329,6.9030695094052,7.22050240740979,6.13660638409974,7.21060362626952,6.96671066664214,8.0655063157411,7.08917266139554,7.95915083452279,7.94367913199262,7.54916937539572,9.96223866493413,7.17496795108827,7.95105697470697,13.4123214715241,12.2965303974374,12.4885068603674,12.5454269150834,12.6738838580148,7.13485120902869,3.42543141257623,8.01341011326425,4.35638966818775,3.54717055144279,4.14119461297745,3.40590498390016,1.04933099209925,2.77031691123089,4.7719329293732,4.10206688938335,1.74585464348771,3.75012605109586,3.36401263827092,12.0816266623955,2.01101962461078,4.04598603600729,2.38255273200194,3.89704417139107,1.86891127345377,5.66102481808628,3.23485705658325,9.72751593552156,7.21997140483269,6.23108614859328,3.94324475995194,3.60570656395241,8.30589546695607,3.42878748070218,1.53810964512047,4.08950507314126
"大安區 義安里",6.03232128854426,12.7782780305985,4.69867782801444,0.669578117013933,1.31516066062484,4.41240481079588,1.18981446719468,2.72284119424497,5.66444847865233,9.90154647379549,7.71831842640545,2.21634333484628,7.92125734696592,3.49140803728657,1.98425313149211,3.55919502667196,4.69867782801444,8.43251147701296,3.98719861560332,4.30982556341294,0.659010818239156,1.91142318799906,13.1976603138018,7.91395476832361,1.34233358400796,5.60749545127756,5.31669052928722,4.16738797160799,6.06419635314425,3.69363003673164,4.91198005014813,4.74241482417685,5.61210738314583,5.28120761204036,1.46430935576368,4.11175781143325,10.0284624683447,0.921060185866946,3.5564988445353,4.8995640439781,7.16875845199292,5.69298133482163,1.42072136403089,1.96247565612798,5.25337411047288,1.33519920524381,3.83363681585302,2.0234929804423,5.98839595111968,4.79500506216605,5.48575168051468,2.96891964941036,3.8328385555881,3.78527466205382,4.46369929683321,4.3387036667217,3.71661160415427,5.00807664810028,6.07410693952575,4.11690501630931,3.92675695736545,5.14535820185465,3.87819686632357,2.59880618827048,1.25448768816872,1.5797263188517,1.89545748518574,2.28210925338446,2.82355739300867,3.4885364131481,2.25930105208828,1.04894203624376,1.51039443946942,2.04812069822479,1.94258380451505,1.69609020855874,6.45018258850205,4.82798799765296,3.88878576939349,3.86020590832777,6.56935088078817,6.81111032572597,6.09906069780578,7.06471776149466,6.72934032962486,7.89238567463588,6.91485383231649,7.66207529980112,8.29917212550357,7.78633781987724,10.3275138223563,7.44367718610354,8.04861583996241,13.7513098061102,12.5859641384189,12.757048497086,12.8170854960122,12.9434276220467,7.3645348596488,3.64306070162939,7.80597405610081,4.79660523808525,3.53311311203658,4.54358619664302,3.85248867294831,1.49223262624179,2.37334804027014,4.39463096959445,4.02551278277952,1.39136202314082,4.18959035176893,3.80273768416198,12.3742562711695,1.59981210372603,4.49237383351483,2.05578465293151,4.33746291226522,1.47612364688572,6.01026279418355,3.6683396955538,9.93093622755879,7.43848359124975,6.13173356773913,4.36826521842749,4.03411372115971,8.54782180117682,3.86515429610618,1.12073705901594,3.75446883244287
"大安區 通化里",5.64103865694164,12.9315741598765,5.17345855131562,0.999973591339736,1.58235729880687,4.95782985789624,0.750533045814836,2.74729083384174,6.21977484820605,10.0380736935211,7.27125850823384,2.05171918576406,8.11790523521149,3.49414247840387,2.30946012899708,4.07780866249329,5.17345855131562,8.52852972258209,3.47273857907121,4.68645766530319,0.744129034127552,2.03120615359415,13.5346203366007,8.16720469637248,1.77367694421477,6.16117119325815,5.68027252940338,4.41087716723573,5.54750130424362,4.24795452900303,4.78759947510486,4.47521614429284,5.22704683868,5.59410505007699,0.913031896490691,4.52198454145715,10.2383849548067,1.44832285127896,3.08256715785854,5.40161119117606,7.38004074482099,5.44952938843302,0.865546964083974,2.05891402857988,5.62320543897578,1.72575908636162,3.81777563951577,2.10659243236377,5.46204052494425,5.34141710966265,6.03951536219591,3.49317173765495,4.37015326879397,4.32715350821006,4.77500631091532,4.6624149642553,3.85008641866747,5.48932955205258,6.37095892690983,4.56415590693137,4.13358979682693,4.95674675143551,4.02232167179593,2.96813723928309,1.51246539157469,2.10387780227074,2.41038369212146,2.44757607933481,2.83885498790011,3.25556608867847,2.04990802480314,0.495909345418719,0.970591415836867,1.50315873142504,1.40590145288717,1.21968507865325,5.94171069652984,4.32728850399282,3.38147415054131,3.33850693838677,6.05702387466059,6.25661318286293,5.89540172802546,6.73243622483524,6.30285428792959,7.52810106548038,6.55253572172631,7.17817441866135,8.60942435897743,7.92244175363248,10.6502154191886,7.62549302214078,7.99926931235913,14.026388262944,12.7856242346938,12.9256968104871,12.9901921841932,13.1132722812954,7.49211923737749,3.78863875727542,7.40645398456196,5.281277220847,3.38925169220774,5.09818727046125,4.36637016832461,2.0344826861181,1.82594031876884,3.85482369553725,4.19910519560371,0.89857002875892,4.67330371633713,4.28540267070657,12.5789901513372,1.04740424446926,5.02314789817004,1.57498027097233,4.82373054373431,0.937507133131011,6.31812012799423,4.13794410248846,10.0136905456715,7.550434999946,5.85601022001548,4.8160506955135,4.49057143079973,8.68775112643538,4.3412226525335,0.567406447389502,3.24803264807074
"大安區 通安里",5.91164683736134,12.9252831465116,4.95523714732392,0.856788750713421,1.48952595668368,4.67521304220814,0.930507065184972,2.8035151719595,5.9177700899135,10.040806633792,7.56426973869335,2.20529559794989,8.08433465778059,3.39803011584748,2.05186444516056,3.82316459251035,4.95523714732392,8.5539839256069,3.7853024124868,4.53746310102206,0.724825664444954,2.02889290650494,13.4148116362341,8.0992847186059,1.47589547075132,5.85157172478014,5.54070048218498,4.34572436192444,5.86085786702379,3.95033463368233,4.76690255072959,4.6885817760594,5.49479137308782,5.48728825515985,1.22724994924908,4.35014259674893,10.1976719696855,1.18496076615935,3.38317977226883,5.16156220963656,7.33728043253873,5.65256335185098,1.17028551279194,2.07009475825901,5.47945529457987,1.4403346124944,3.73287526793498,2.12573078346048,5.77695818195829,5.05745789784216,5.74311619353217,3.1777588917619,4.09715671316034,4.04898954013205,4.66839598418817,4.54780238329171,3.84876908027828,5.2661580119234,6.27487411275677,4.36622789250554,3.93435079869554,4.97498641349765,3.85342353255162,2.69582282560499,1.27518416721627,1.78826235936749,2.15854100676368,2.42226847524656,2.9005934662925,3.44975733237243,2.2267345354165,0.795934605729687,1.24857829831868,1.81865152067593,1.72140977885354,1.43401662891495,6.25337137193102,4.63673637316546,3.69233147243325,3.65247952686497,6.36954681916838,6.56589542714508,6.07928320127601,6.97804235856997,6.58791048406595,7.78812102904344,6.81129976808135,7.48342300750458,8.5058992662546,7.92446718113692,10.5392314540088,7.60049437016357,8.10489474956279,13.9463536449623,12.7517298807145,12.9103445194775,12.9722090399476,13.0972489633115,7.49882500339093,3.78017473045018,7.68118734685344,5.05536015188466,3.53849486771144,4.79029581938634,4.11599153844644,1.75634239942566,2.14091665791212,4.17050317374565,4.0160283445941,1.20092761519251,4.44797445114209,4.06075658086011,12.5419971557894,1.3607797383315,4.75697058437275,1.87568370237694,4.59642989253094,1.25299784050395,6.2150370755707,3.92325253904492,10.047350206974,7.56619681504318,6.07491567010072,4.61787085289807,4.28587173529752,8.68794853149562,4.1217085562454,0.880973561700089,3.55861738006386
"大安區 臨江里",5.9063928965934,13.1828794181411,5.25443311099483,1.15268475631003,1.77556940374127,4.94019469267254,0.634718299881061,3.02169429818535,6.15338772656714,10.2934897098636,7.51093966846283,2.34770534984879,8.35415051589366,3.20247658271222,2.04717454978498,4.10997951245403,5.25443311099483,8.79388991098768,3.6678310128536,4.8391018721093,0.972646015293057,2.27929083657584,13.7127023164561,8.38255803858498,1.56399957490769,6.06714256473241,5.84131004234861,4.6268708666032,5.73504619661872,4.19627486793482,4.52029740502893,4.76789069111083,5.49493874545846,5.7815357710443,1.07016293738679,4.65338517438302,10.4708369468297,1.47385147833305,3.31391597449943,5.45418918939235,7.61084200630096,5.74393848540566,0.976705316665213,2.31349461335744,5.78061627484655,1.49657862693837,3.52870147407582,2.36490282396034,5.63745174894022,5.32066988420886,5.98919953385,3.34008192811267,4.37161061161683,4.31900652803962,4.96233664358775,4.84358693021544,4.10156275748676,5.56410692076514,6.56653968856324,4.66865913394915,3.84138187000163,4.70811356537269,3.72576626900464,2.71606791575619,1.24214510924529,1.9624795780555,2.44912504989923,2.68486738537066,3.11529796770799,3.5516681394735,2.34705953694625,0.610957063693084,1.00671367661377,1.66528424593204,1.58748091066152,1.14357299556748,6.13764996963319,4.53369211907844,3.58445910945305,3.52552320431943,6.24874647737695,6.35905946272866,6.19199060323224,7.01328745296107,6.55359746458677,7.80047863539468,6.82606492870767,7.39435046897231,8.79986023781123,8.17719024102974,10.8351313911868,7.86639111287424,8.28986943632142,14.2341539949434,13.0222325845432,13.1723912879691,13.2355144057582,13.3596309260695,7.74898410030042,4.03652901867094,7.66739674838813,5.35265121087225,3.68541732677491,5.01241096670423,4.40471790705863,2.03180339064013,1.97666010449722,4.0115137050477,3.9039784635248,1.14273081971482,4.74563456661779,4.3587544140932,12.8138145782761,1.19444962086412,5.03600408055471,1.81319456371499,4.89350052606116,1.12802494731595,6.5085302287779,4.22348026901941,10.2826113054717,7.81142960270768,6.14694610816753,4.92024028447953,4.58756291615491,8.94176172476836,4.42089012358891,0.734127818328967,3.45242440885815
"大安區 法治里",6.21376602593504,13.3137872306751,5.17575597967226,1.21320034156436,1.85767137291139,4.76730218088877,0.806722091800752,3.208792753541,5.93711037320988,10.4329420907281,7.82076731660309,2.59755841274291,8.46296050426843,2.99235183484999,1.73799286519699,3.98664323326821,5.17575597967226,8.95276638377601,3.96994573564281,4.84204420859163,1.12832643629315,2.42658937307782,13.735624809539,8.45991330816194,1.26735996005865,5.83006207407869,5.85129114099509,4.71240583011624,6.03364869099008,3.99657804573741,4.37566854032004,5.05249068089449,5.80149546428492,5.82496243005107,1.36920711053335,4.63219812186812,10.5720353820174,1.38247489384488,3.62336558055861,5.34584627897908,7.71200030827848,6.02378206448656,1.26273539838685,2.4705372200677,5.7863402728903,1.19173117676566,3.32782832889126,2.52746358779598,5.93161928469212,5.14398922999631,5.78606531407194,3.06827041959723,4.21796521493168,4.15678985890296,5.00798890837277,4.88172538844113,4.24287550297441,5.47802852839175,6.61904715337297,4.61731502922883,3.55778220457402,4.60049257776818,3.4606156696906,2.40608788216076,0.934798519746492,1.70625793942846,2.34662832930389,2.81196110430707,3.30613387313425,3.82548134433326,2.60989727811718,0.908645694728669,1.25780131646714,1.96125229194237,1.88948414937063,1.30935394568369,6.43889310710609,4.83842073573257,3.88877605570066,3.82529658428993,6.54859193775275,6.61582112602692,6.46159223731342,7.31307113651019,6.86340312332176,8.105370973326,7.13038307641108,7.70082391266475,8.84235281802837,8.31693901588898,10.8685706309782,7.98311734181272,8.50977543940994,14.2969003904058,13.1286950849903,13.2953756304644,13.356161416144,13.4819790798185,7.89288876437304,4.17219724604779,7.97591629234358,5.2636820578669,3.93367234028517,4.78323491048406,4.28603727157999,1.89567825884074,2.26702523016725,4.29927809245514,3.62992072403273,1.45226196564046,4.65977034770553,4.27561357154061,12.9175255960161,1.48920494974387,4.8905536874321,2.12317514157872,4.80442792799149,1.43405964076647,6.55427469976013,4.15377659652345,10.4477080604438,7.96279740599185,6.434886467533,4.86756337154228,4.52840675216122,9.07959016078805,4.34405050989199,1.03943645075235,3.7571741987274
"大安區 全安里",6.43989989737738,13.2744081368027,4.96356993790731,1.17039496107497,1.80985105713331,4.49780864306506,1.0976384747828,3.25062765789084,5.64883226923412,10.4042946772333,8.07325017498705,2.7220739129205,8.40472636854086,2.97252498877258,1.51677563348475,3.74698466024574,4.96356993790731,8.94644902309009,4.24705342500449,4.69416318959265,1.18326418258387,2.43321293463933,13.5946115938849,8.37118956517017,0.984333880295857,5.53632317759888,5.706682036385,4.63939971405625,6.31496146164334,3.7155001310739,4.42574729821354,5.2218326992138,6.02437796657672,5.7094881571662,1.6500674335981,4.46510259446965,10.5042670117905,1.19177707137664,3.88113643367252,5.11314735906059,7.64716296477414,6.18289142084487,1.55173132528358,2.48685644104473,5.63829259526793,0.92413281573153,3.31759565171227,2.54893718139955,6.21695386512985,4.87227256850771,5.50245841317691,2.77276305770749,3.95949190655925,3.89367174768994,4.89677763368182,4.76419644007374,4.22810387710981,5.26009318668002,6.5100809429952,4.42659728191097,3.41308791048976,4.68758248621381,3.35284474208714,2.16685051843486,0.743751073602749,1.41061008625558,2.1296045571038,2.7927412738694,3.35153767999981,3.97881993524079,2.75256329029136,1.19040015746274,1.5538171354456,2.24488300417902,2.16707826382142,1.59386498573192,6.71706077111053,5.11116170455254,4.16242071687194,4.10536060382022,6.82850784447621,6.91202246297542,6.6024978061207,7.51344068382924,7.10593739082961,8.32080280638895,7.34428572484868,7.96940496881589,8.72137943543823,8.29067372269471,10.7380242622895,7.93344455439337,8.57660630748117,14.190670559774,13.0645681536396,13.247821498505,13.3061890753193,13.4336853040572,7.87159049350761,4.15183703829852,8.20723587695348,5.04412599377893,4.04800856473241,4.49153608751635,4.04864146251192,1.6591664699207,2.55455092528161,4.58858378089464,3.50462185190264,1.6992809386263,4.44364079511767,4.06243102699048,12.8507821119691,1.77358658215771,4.63571088324608,2.37507933992591,4.58572216237845,1.70571994487698,6.43933954218901,3.95073262291737,10.4469722183825,7.94943496547505,6.60892220629886,4.67514749576718,4.33204308410874,9.05043743632152,4.13519526750581,1.31299525446815,4.03005105095332
"大安區 群賢里",6.6976685831588,13.1434075563081,4.62724063301395,1.14359684504754,1.73284160379636,4.10232869899585,1.50345894364443,3.26237983421439,5.24257188006354,10.2902817214686,8.37214441418631,2.85491384136803,8.25454934945295,3.08032859004264,1.34572442074277,3.38200325930834,4.62724063301395,8.86453467750066,4.59455712353028,4.43803112048973,1.28547136503717,2.41146563142733,13.3342250179089,8.1812956874339,0.675995433094381,5.13168233574196,5.45118435973904,4.48192380052359,6.6683932276985,3.31207667677475,4.60763121879481,5.39722873098294,6.27787295465855,5.49129305211038,2.0138200067297,4.18542125781609,10.3386222594086,0.933752000700303,4.19603779010242,4.75333722193708,7.48979492872734,6.33999859641421,1.92990994719113,2.47712916126222,5.3786430642355,0.677152817096384,3.43331096878585,2.5448653490953,6.57898805381498,4.47486055697574,5.09753328209075,2.38666616258597,3.5743812333105,3.50421694674485,4.68733049862955,4.54710312142364,4.15216569067119,4.91656505403609,6.2979398655692,4.1175137895863,3.33492313466038,4.91195204464283,3.33237832126248,1.93715335181004,0.720198747248089,1.01088330373023,1.8020268675173,2.72789372957687,3.36687575236252,4.13791832198263,2.90966574266841,1.56020048123501,1.94982903256235,2.60985827421643,2.52202031136021,2.00000051150956,7.06385789722034,5.44921878372193,4.50372260195232,4.45871308260877,7.17873873789423,7.30827247539781,6.73189981535552,7.72919908634887,7.38913208410244,8.55880735137844,7.58127080646855,8.29699863976733,8.48978031806863,8.18315574846351,10.4923147831226,7.79548307633942,8.59593178417814,13.9729661022534,12.9013438555841,13.1060890942386,13.1612444143727,13.2908482256248,7.77160936717699,4.06889250918887,8.47076015926868,4.69912787178505,4.15168888794025,4.08556694958282,3.68549703522835,1.31166127164691,2.92593195803186,4.96083622042435,3.45577770581409,2.01450704735182,4.10389730076356,3.72726100135934,12.684321658786,2.14227390000528,4.25340960878562,2.68893968073406,4.24263484398866,2.05498995255131,6.21969753009341,3.62823948237741,10.3703628734223,7.85996079844007,6.78683652860369,4.36317789472696,4.01634894571194,8.93768871385948,3.80498395638561,1.66982912175399,4.37025119875511
